YEAR,MONTH,GEO,VALUE
2004,6,Canada,67.6
2004,6,Canada,71.7
2004,6,Atlantic Region,70.9
2004,6,Atlantic Region,72.7
2004,6,Atlantic Region,64.9
2004,6,Newfoundland and Labrador,57.2
2004,6,Newfoundland and Labrador,59.4
2004,6,Newfoundland and Labrador,52
2004,6,"St. John's, Newfoundland and Labrador",57.2
2004,6,"St. John's, Newfoundland and Labrador",59.4
2004,6,"St. John's, Newfoundland and Labrador",52
2004,6,Prince Edward Island,90.2
2004,6,Prince Edward Island,92.9
2004,6,Prince Edward Island,78.6
2004,6,"Charlottetown, Prince Edward Island",90.2
2004,6,"Charlottetown, Prince Edward Island",92.9
2004,6,"Charlottetown, Prince Edward Island",78.6
2004,6,Nova Scotia,73.6
2004,6,Nova Scotia,73.2
2004,6,Nova Scotia,74.6
2004,6,"Halifax, Nova Scotia",73.6
2004,6,"Halifax, Nova Scotia",73.2
2004,6,"Halifax, Nova Scotia",74.6
2004,6,New Brunswick,83.5
2004,6,New Brunswick,84.4
2004,6,New Brunswick,81.5
2004,6,"Saint John, Fredericton, and Moncton, New Brunswick",83.5
2004,6,"Saint John, Fredericton, and Moncton, New Brunswick",84.4
2004,6,"Saint John, Fredericton, and Moncton, New Brunswick",81.5
2004,6,Quebec,73.1
2004,6,Quebec,75.6
2004,6,Quebec,67.3
2004,6,"Québec, Quebec",71.8
2004,6,"Québec, Quebec",81.1
2004,6,"Québec, Quebec",53.6
2004,6,"Montréal, Quebec",73.3
2004,6,"Montréal, Quebec",74.5
2004,6,"Montréal, Quebec",71
2004,6,Ontario,68.8
2004,6,Ontario,63.5
2004,6,Ontario,81.2
2004,6,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",79.8
2004,6,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",78.8
2004,6,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",87.8
2004,6,"Toronto, Ontario",65.2
2004,6,"Toronto, Ontario",58.1
2004,6,"Toronto, Ontario",79.9
2004,6,"Hamilton, Ontario",71.8
2004,6,"Hamilton, Ontario",67.2
2004,6,"Hamilton, Ontario",81.8
2004,6,"St. Catharines-Niagara, Ontario",71.1
2004,6,"St. Catharines-Niagara, Ontario",68.1
2004,6,"St. Catharines-Niagara, Ontario",78.8
2004,6,"Kitchener-Cambridge-Waterloo, Ontario",75.4
2004,6,"Kitchener-Cambridge-Waterloo, Ontario",71.7
2004,6,"Kitchener-Cambridge-Waterloo, Ontario",86.4
2004,6,"London, Ontario",73.1
2004,6,"London, Ontario",68.5
2004,6,"London, Ontario",95
2004,6,"Windsor, Ontario",93.2
2004,6,"Windsor, Ontario",96.4
2004,6,"Windsor, Ontario",86.4
2004,6,"Greater Sudbury, Ontario",84.2
2004,6,"Greater Sudbury, Ontario",84
2004,6,"Greater Sudbury, Ontario",84.7
2004,6,Prairie Region,54.7
2004,6,Prairie Region,58
2004,6,Prairie Region,48.8
2004,6,Manitoba,53.4
2004,6,Manitoba,59.3
2004,6,Manitoba,39.6
2004,6,"Winnipeg, Manitoba",53.4
2004,6,"Winnipeg, Manitoba",59.3
2004,6,"Winnipeg, Manitoba",39.6
2004,6,Saskatchewan,48.7
2004,6,Saskatchewan,50.3
2004,6,Saskatchewan,44.8
2004,6,"Regina, Saskatchewan",45.3
2004,6,"Regina, Saskatchewan",46.9
2004,6,"Regina, Saskatchewan",41.1
2004,6,"Saskatoon, Saskatchewan",52.1
2004,6,"Saskatoon, Saskatchewan",54.1
2004,6,"Saskatoon, Saskatchewan",47.4
2004,6,Alberta,55.5
2004,6,Alberta,58.7
2004,6,Alberta,50
2004,6,"Calgary, Alberta",51.2
2004,6,"Calgary, Alberta",53.4
2004,6,"Calgary, Alberta",47.7
2004,6,"Edmonton, Alberta",60.5
2004,6,"Edmonton, Alberta",65.8
2004,6,"Edmonton, Alberta",50.6
2004,6,British Columbia,83.5
2004,6,British Columbia,83.6
2004,6,British Columbia,85.5
2004,6,"Vancouver, British Columbia",81.7
2004,6,"Vancouver, British Columbia",80.1
2004,6,"Vancouver, British Columbia",87.7
2004,6,"Victoria, British Columbia",102.1
2004,6,"Victoria, British Columbia",126.4
2004,6,"Victoria, British Columbia",72.3
2004,7,Canada,68.8
2004,7,Canada,67.7
2004,7,Canada,71.8
2004,7,Atlantic Region,71.1
2004,7,Atlantic Region,72.8
2004,7,Atlantic Region,65.4
2004,7,Newfoundland and Labrador,57.9
2004,7,Newfoundland and Labrador,59.8
2004,7,Newfoundland and Labrador,53.1
2004,7,"St. John's, Newfoundland and Labrador",57.9
2004,7,"St. John's, Newfoundland and Labrador",59.8
2004,7,"St. John's, Newfoundland and Labrador",53.1
2004,7,Prince Edward Island,90.2
2004,7,Prince Edward Island,92.9
2004,7,Prince Edward Island,78.6
2004,7,"Charlottetown, Prince Edward Island",90.2
2004,7,"Charlottetown, Prince Edward Island",92.9
2004,7,"Charlottetown, Prince Edward Island",78.6
2004,7,Nova Scotia,73.6
2004,7,Nova Scotia,73.2
2004,7,Nova Scotia,74.6
2004,7,"Halifax, Nova Scotia",73.6
2004,7,"Halifax, Nova Scotia",73.2
2004,7,"Halifax, Nova Scotia",74.6
2004,7,New Brunswick,83.4
2004,7,New Brunswick,84.2
2004,7,New Brunswick,81.5
2004,7,"Saint John, Fredericton, and Moncton, New Brunswick",83.4
2004,7,"Saint John, Fredericton, and Moncton, New Brunswick",84.2
2004,7,"Saint John, Fredericton, and Moncton, New Brunswick",81.5
2004,7,Quebec,73.1
2004,7,Quebec,75.6
2004,7,Quebec,67.3
2004,7,"Québec, Quebec",71.8
2004,7,"Québec, Quebec",81.1
2004,7,"Québec, Quebec",53.6
2004,7,"Montréal, Quebec",73.3
2004,7,"Montréal, Quebec",74.5
2004,7,"Montréal, Quebec",71
2004,7,Ontario,68.8
2004,7,Ontario,63.6
2004,7,Ontario,81.2
2004,7,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",79.9
2004,7,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",78.8
2004,7,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",87.8
2004,7,"Toronto, Ontario",65.2
2004,7,"Toronto, Ontario",58.2
2004,7,"Toronto, Ontario",79.9
2004,7,"Hamilton, Ontario",72.1
2004,7,"Hamilton, Ontario",67.5
2004,7,"Hamilton, Ontario",81.8
2004,7,"St. Catharines-Niagara, Ontario",71.7
2004,7,"St. Catharines-Niagara, Ontario",68.9
2004,7,"St. Catharines-Niagara, Ontario",78.8
2004,7,"Kitchener-Cambridge-Waterloo, Ontario",75.3
2004,7,"Kitchener-Cambridge-Waterloo, Ontario",71.5
2004,7,"Kitchener-Cambridge-Waterloo, Ontario",86.4
2004,7,"London, Ontario",73.3
2004,7,"London, Ontario",68.6
2004,7,"London, Ontario",95
2004,7,"Windsor, Ontario",93.3
2004,7,"Windsor, Ontario",96.5
2004,7,"Windsor, Ontario",86.4
2004,7,"Greater Sudbury, Ontario",84.4
2004,7,"Greater Sudbury, Ontario",84.3
2004,7,"Greater Sudbury, Ontario",84.7
2004,7,Prairie Region,54.9
2004,7,Prairie Region,58.1
2004,7,Prairie Region,48.9
2004,7,Manitoba,53.4
2004,7,Manitoba,59.3
2004,7,Manitoba,39.6
2004,7,"Winnipeg, Manitoba",53.4
2004,7,"Winnipeg, Manitoba",59.3
2004,7,"Winnipeg, Manitoba",39.6
2004,7,Saskatchewan,48.7
2004,7,Saskatchewan,50.4
2004,7,Saskatchewan,44.8
2004,7,"Regina, Saskatchewan",45.4
2004,7,"Regina, Saskatchewan",47
2004,7,"Regina, Saskatchewan",41.1
2004,7,"Saskatoon, Saskatchewan",52.1
2004,7,"Saskatoon, Saskatchewan",54.1
2004,7,"Saskatoon, Saskatchewan",47.4
2004,7,Alberta,55.7
2004,7,Alberta,58.9
2004,7,Alberta,50
2004,7,"Calgary, Alberta",51.3
2004,7,"Calgary, Alberta",53.6
2004,7,"Calgary, Alberta",47.7
2004,7,"Edmonton, Alberta",60.6
2004,7,"Edmonton, Alberta",66
2004,7,"Edmonton, Alberta",50.6
2004,7,British Columbia,83.7
2004,7,British Columbia,83.7
2004,7,British Columbia,85.6
2004,7,"Vancouver, British Columbia",81.8
2004,7,"Vancouver, British Columbia",80.2
2004,7,"Vancouver, British Columbia",87.7
2004,7,"Victoria, British Columbia",102.9
2004,7,"Victoria, British Columbia",126.9
2004,7,"Victoria, British Columbia",73.3
2004,8,Canada,69.1
2004,8,Canada,68
2004,8,Canada,72.1
2004,8,Atlantic Region,71.5
2004,8,Atlantic Region,73.2
2004,8,Atlantic Region,65.6
2004,8,Newfoundland and Labrador,58.3
2004,8,Newfoundland and Labrador,60.4
2004,8,Newfoundland and Labrador,53.1
2004,8,"St. John's, Newfoundland and Labrador",58.3
2004,8,"St. John's, Newfoundland and Labrador",60.4
2004,8,"St. John's, Newfoundland and Labrador",53.1
2004,8,Prince Edward Island,90.6
2004,8,Prince Edward Island,93.5
2004,8,Prince Edward Island,78.6
2004,8,"Charlottetown, Prince Edward Island",90.6
2004,8,"Charlottetown, Prince Edward Island",93.5
2004,8,"Charlottetown, Prince Edward Island",78.6
2004,8,Nova Scotia,73.6
2004,8,Nova Scotia,73.2
2004,8,Nova Scotia,74.6
2004,8,"Halifax, Nova Scotia",73.6
2004,8,"Halifax, Nova Scotia",73.2
2004,8,"Halifax, Nova Scotia",74.6
2004,8,New Brunswick,84.3
2004,8,New Brunswick,85.2
2004,8,New Brunswick,82.6
2004,8,"Saint John, Fredericton, and Moncton, New Brunswick",84.3
2004,8,"Saint John, Fredericton, and Moncton, New Brunswick",85.2
2004,8,"Saint John, Fredericton, and Moncton, New Brunswick",82.6
2004,8,Quebec,73.8
2004,8,Quebec,76.3
2004,8,Quebec,67.6
2004,8,"Québec, Quebec",72.2
2004,8,"Québec, Quebec",81.4
2004,8,"Québec, Quebec",53.9
2004,8,"Montréal, Quebec",74
2004,8,"Montréal, Quebec",75.3
2004,8,"Montréal, Quebec",71.4
2004,8,Ontario,69.2
2004,8,Ontario,63.9
2004,8,Ontario,81.8
2004,8,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",80.4
2004,8,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",79.2
2004,8,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",89.1
2004,8,"Toronto, Ontario",65.5
2004,8,"Toronto, Ontario",58.5
2004,8,"Toronto, Ontario",80.3
2004,8,"Hamilton, Ontario",72.1
2004,8,"Hamilton, Ontario",67.4
2004,8,"Hamilton, Ontario",82.3
2004,8,"St. Catharines-Niagara, Ontario",71.8
2004,8,"St. Catharines-Niagara, Ontario",68.9
2004,8,"St. Catharines-Niagara, Ontario",79.2
2004,8,"Kitchener-Cambridge-Waterloo, Ontario",75.5
2004,8,"Kitchener-Cambridge-Waterloo, Ontario",71.5
2004,8,"Kitchener-Cambridge-Waterloo, Ontario",87.4
2004,8,"London, Ontario",73.4
2004,8,"London, Ontario",68.7
2004,8,"London, Ontario",95
2004,8,"Windsor, Ontario",93.9
2004,8,"Windsor, Ontario",96.8
2004,8,"Windsor, Ontario",87.6
2004,8,"Greater Sudbury, Ontario",84.6
2004,8,"Greater Sudbury, Ontario",84.5
2004,8,"Greater Sudbury, Ontario",84.7
2004,8,Prairie Region,55
2004,8,Prairie Region,58.2
2004,8,Prairie Region,49.1
2004,8,Manitoba,53.4
2004,8,Manitoba,59.3
2004,8,Manitoba,39.6
2004,8,"Winnipeg, Manitoba",53.4
2004,8,"Winnipeg, Manitoba",59.3
2004,8,"Winnipeg, Manitoba",39.6
2004,8,Saskatchewan,48.8
2004,8,Saskatchewan,50.4
2004,8,Saskatchewan,44.9
2004,8,"Regina, Saskatchewan",45.6
2004,8,"Regina, Saskatchewan",47.2
2004,8,"Regina, Saskatchewan",41.5
2004,8,"Saskatoon, Saskatchewan",52.1
2004,8,"Saskatoon, Saskatchewan",54.1
2004,8,"Saskatoon, Saskatchewan",47.4
2004,8,Alberta,55.8
2004,8,Alberta,59
2004,8,Alberta,50.3
2004,8,"Calgary, Alberta",51.5
2004,8,"Calgary, Alberta",53.8
2004,8,"Calgary, Alberta",48
2004,8,"Edmonton, Alberta",60.7
2004,8,"Edmonton, Alberta",66
2004,8,"Edmonton, Alberta",50.7
2004,8,British Columbia,84.2
2004,8,British Columbia,84.4
2004,8,British Columbia,85.8
2004,8,"Vancouver, British Columbia",82.3
2004,8,"Vancouver, British Columbia",80.8
2004,8,"Vancouver, British Columbia",87.7
2004,8,"Victoria, British Columbia",104
2004,8,"Victoria, British Columbia",128.2
2004,8,"Victoria, British Columbia",74.4
2004,9,Canada,69.3
2004,9,Canada,68.2
2004,9,Canada,72.3
2004,9,Atlantic Region,71.5
2004,9,Atlantic Region,73.3
2004,9,Atlantic Region,65.6
2004,9,Newfoundland and Labrador,58.5
2004,9,Newfoundland and Labrador,60.7
2004,9,Newfoundland and Labrador,53.1
2004,9,"St. John's, Newfoundland and Labrador",58.5
2004,9,"St. John's, Newfoundland and Labrador",60.7
2004,9,"St. John's, Newfoundland and Labrador",53.1
2004,9,Prince Edward Island,90.6
2004,9,Prince Edward Island,93.5
2004,9,Prince Edward Island,78.6
2004,9,"Charlottetown, Prince Edward Island",90.6
2004,9,"Charlottetown, Prince Edward Island",93.5
2004,9,"Charlottetown, Prince Edward Island",78.6
2004,9,Nova Scotia,73.6
2004,9,Nova Scotia,73.2
2004,9,Nova Scotia,74.6
2004,9,"Halifax, Nova Scotia",73.6
2004,9,"Halifax, Nova Scotia",73.2
2004,9,"Halifax, Nova Scotia",74.6
2004,9,New Brunswick,84.3
2004,9,New Brunswick,85.2
2004,9,New Brunswick,82.6
2004,9,"Saint John, Fredericton, and Moncton, New Brunswick",84.3
2004,9,"Saint John, Fredericton, and Moncton, New Brunswick",85.2
2004,9,"Saint John, Fredericton, and Moncton, New Brunswick",82.6
2004,9,Quebec,74.2
2004,9,Quebec,76.8
2004,9,Quebec,67.8
2004,9,"Québec, Quebec",72.2
2004,9,"Québec, Quebec",81.4
2004,9,"Québec, Quebec",53.9
2004,9,"Montréal, Quebec",74.6
2004,9,"Montréal, Quebec",75.9
2004,9,"Montréal, Quebec",71.6
2004,9,Ontario,69.3
2004,9,Ontario,64
2004,9,Ontario,81.8
2004,9,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",80.4
2004,9,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",79.2
2004,9,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",89.1
2004,9,"Toronto, Ontario",65.6
2004,9,"Toronto, Ontario",58.6
2004,9,"Toronto, Ontario",80.4
2004,9,"Hamilton, Ontario",72.6
2004,9,"Hamilton, Ontario",68.1
2004,9,"Hamilton, Ontario",82.3
2004,9,"St. Catharines-Niagara, Ontario",72.5
2004,9,"St. Catharines-Niagara, Ontario",69.9
2004,9,"St. Catharines-Niagara, Ontario",79.2
2004,9,"Kitchener-Cambridge-Waterloo, Ontario",75.9
2004,9,"Kitchener-Cambridge-Waterloo, Ontario",72
2004,9,"Kitchener-Cambridge-Waterloo, Ontario",87.4
2004,9,"London, Ontario",73.5
2004,9,"London, Ontario",68.9
2004,9,"London, Ontario",95
2004,9,"Windsor, Ontario",94
2004,9,"Windsor, Ontario",97
2004,9,"Windsor, Ontario",87.6
2004,9,"Greater Sudbury, Ontario",84.8
2004,9,"Greater Sudbury, Ontario",84.7
2004,9,"Greater Sudbury, Ontario",84.7
2004,9,Prairie Region,55.3
2004,9,Prairie Region,58.6
2004,9,Prairie Region,49.4
2004,9,Manitoba,53.8
2004,9,Manitoba,59.6
2004,9,Manitoba,40
2004,9,"Winnipeg, Manitoba",53.8
2004,9,"Winnipeg, Manitoba",59.6
2004,9,"Winnipeg, Manitoba",40
2004,9,Saskatchewan,50.1
2004,9,Saskatchewan,52.1
2004,9,Saskatchewan,44.9
2004,9,"Regina, Saskatchewan",46.1
2004,9,"Regina, Saskatchewan",47.8
2004,9,"Regina, Saskatchewan",41.5
2004,9,"Saskatoon, Saskatchewan",53.9
2004,9,"Saskatoon, Saskatchewan",56.4
2004,9,"Saskatoon, Saskatchewan",47.4
2004,9,Alberta,56.1
2004,9,Alberta,59.2
2004,9,Alberta,50.6
2004,9,"Calgary, Alberta",51.7
2004,9,"Calgary, Alberta",54
2004,9,"Calgary, Alberta",48.1
2004,9,"Edmonton, Alberta",61.1
2004,9,"Edmonton, Alberta",66.2
2004,9,"Edmonton, Alberta",51.4
2004,9,British Columbia,84.3
2004,9,British Columbia,84.6
2004,9,British Columbia,85.8
2004,9,"Vancouver, British Columbia",82.4
2004,9,"Vancouver, British Columbia",81
2004,9,"Vancouver, British Columbia",87.7
2004,9,"Victoria, British Columbia",104.3
2004,9,"Victoria, British Columbia",128.7
2004,9,"Victoria, British Columbia",74.4
2004,10,Canada,69.5
2004,10,Canada,68.5
2004,10,Canada,72.4
2004,10,Atlantic Region,71.6
2004,10,Atlantic Region,73.4
2004,10,Atlantic Region,65.7
2004,10,Newfoundland and Labrador,58.5
2004,10,Newfoundland and Labrador,60.7
2004,10,Newfoundland and Labrador,53.1
2004,10,"St. John's, Newfoundland and Labrador",58.5
2004,10,"St. John's, Newfoundland and Labrador",60.7
2004,10,"St. John's, Newfoundland and Labrador",53.1
2004,10,Prince Edward Island,91.3
2004,10,Prince Edward Island,94.3
2004,10,Prince Edward Island,78.6
2004,10,"Charlottetown, Prince Edward Island",91.3
2004,10,"Charlottetown, Prince Edward Island",94.3
2004,10,"Charlottetown, Prince Edward Island",78.6
2004,10,Nova Scotia,73.6
2004,10,Nova Scotia,73.2
2004,10,Nova Scotia,74.6
2004,10,"Halifax, Nova Scotia",73.6
2004,10,"Halifax, Nova Scotia",73.2
2004,10,"Halifax, Nova Scotia",74.6
2004,10,New Brunswick,84.5
2004,10,New Brunswick,85.3
2004,10,New Brunswick,83.3
2004,10,"Saint John, Fredericton, and Moncton, New Brunswick",84.5
2004,10,"Saint John, Fredericton, and Moncton, New Brunswick",85.3
2004,10,"Saint John, Fredericton, and Moncton, New Brunswick",83.3
2004,10,Quebec,74.7
2004,10,Quebec,77.2
2004,10,Quebec,68.9
2004,10,"Québec, Quebec",72.4
2004,10,"Québec, Quebec",81.9
2004,10,"Québec, Quebec",53.9
2004,10,"Montréal, Quebec",75.1
2004,10,"Montréal, Quebec",76.2
2004,10,"Montréal, Quebec",73
2004,10,Ontario,69.4
2004,10,Ontario,64.2
2004,10,Ontario,81.9
2004,10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",80.9
2004,10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",79.8
2004,10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",89.1
2004,10,"Toronto, Ontario",65.7
2004,10,"Toronto, Ontario",58.7
2004,10,"Toronto, Ontario",80.3
2004,10,"Hamilton, Ontario",73
2004,10,"Hamilton, Ontario",68.4
2004,10,"Hamilton, Ontario",82.9
2004,10,"St. Catharines-Niagara, Ontario",72.7
2004,10,"St. Catharines-Niagara, Ontario",70.2
2004,10,"St. Catharines-Niagara, Ontario",79.2
2004,10,"Kitchener-Cambridge-Waterloo, Ontario",76.9
2004,10,"Kitchener-Cambridge-Waterloo, Ontario",72.8
2004,10,"Kitchener-Cambridge-Waterloo, Ontario",89.4
2004,10,"London, Ontario",73.7
2004,10,"London, Ontario",69.1
2004,10,"London, Ontario",95
2004,10,"Windsor, Ontario",94
2004,10,"Windsor, Ontario",97
2004,10,"Windsor, Ontario",87.6
2004,10,"Greater Sudbury, Ontario",84.7
2004,10,"Greater Sudbury, Ontario",84.7
2004,10,"Greater Sudbury, Ontario",84.7
2004,10,Prairie Region,55.5
2004,10,Prairie Region,58.9
2004,10,Prairie Region,49.4
2004,10,Manitoba,53.8
2004,10,Manitoba,59.6
2004,10,Manitoba,40
2004,10,"Winnipeg, Manitoba",53.8
2004,10,"Winnipeg, Manitoba",59.6
2004,10,"Winnipeg, Manitoba",40
2004,10,Saskatchewan,50.1
2004,10,Saskatchewan,52.1
2004,10,Saskatchewan,44.9
2004,10,"Regina, Saskatchewan",46.2
2004,10,"Regina, Saskatchewan",48
2004,10,"Regina, Saskatchewan",41.5
2004,10,"Saskatoon, Saskatchewan",53.9
2004,10,"Saskatoon, Saskatchewan",56.4
2004,10,"Saskatoon, Saskatchewan",47.4
2004,10,Alberta,56.3
2004,10,Alberta,59.6
2004,10,Alberta,50.6
2004,10,"Calgary, Alberta",51.8
2004,10,"Calgary, Alberta",54.2
2004,10,"Calgary, Alberta",48.1
2004,10,"Edmonton, Alberta",61.5
2004,10,"Edmonton, Alberta",66.8
2004,10,"Edmonton, Alberta",51.5
2004,10,British Columbia,84.4
2004,10,British Columbia,84.6
2004,10,British Columbia,85.8
2004,10,"Vancouver, British Columbia",82.4
2004,10,"Vancouver, British Columbia",81.1
2004,10,"Vancouver, British Columbia",87.7
2004,10,"Victoria, British Columbia",104
2004,10,"Victoria, British Columbia",128.2
2004,10,"Victoria, British Columbia",74.4
2004,11,Canada,69.8
2004,11,Canada,68.8
2004,11,Canada,72.6
2004,11,Atlantic Region,72.1
2004,11,Atlantic Region,73.9
2004,11,Atlantic Region,66.6
2004,11,Newfoundland and Labrador,59.2
2004,11,Newfoundland and Labrador,61.2
2004,11,Newfoundland and Labrador,55
2004,11,"St. John's, Newfoundland and Labrador",59.2
2004,11,"St. John's, Newfoundland and Labrador",61.2
2004,11,"St. John's, Newfoundland and Labrador",55
2004,11,Prince Edward Island,91.7
2004,11,Prince Edward Island,94.3
2004,11,Prince Edward Island,80.6
2004,11,"Charlottetown, Prince Edward Island",91.7
2004,11,"Charlottetown, Prince Edward Island",94.3
2004,11,"Charlottetown, Prince Edward Island",80.6
2004,11,Nova Scotia,73.6
2004,11,Nova Scotia,73.2
2004,11,Nova Scotia,74.6
2004,11,"Halifax, Nova Scotia",73.6
2004,11,"Halifax, Nova Scotia",73.2
2004,11,"Halifax, Nova Scotia",74.6
2004,11,New Brunswick,85.4
2004,11,New Brunswick,86.4
2004,11,New Brunswick,83.4
2004,11,"Saint John, Fredericton, and Moncton, New Brunswick",85.4
2004,11,"Saint John, Fredericton, and Moncton, New Brunswick",86.4
2004,11,"Saint John, Fredericton, and Moncton, New Brunswick",83.4
2004,11,Quebec,75.2
2004,11,Quebec,77.6
2004,11,Quebec,69.5
2004,11,"Québec, Quebec",72.8
2004,11,"Québec, Quebec",82.4
2004,11,"Québec, Quebec",54.1
2004,11,"Montréal, Quebec",75.6
2004,11,"Montréal, Quebec",76.7
2004,11,"Montréal, Quebec",73.8
2004,11,Ontario,69.7
2004,11,Ontario,64.5
2004,11,Ontario,81.9
2004,11,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",80.9
2004,11,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",79.8
2004,11,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",89.1
2004,11,"Toronto, Ontario",65.9
2004,11,"Toronto, Ontario",58.9
2004,11,"Toronto, Ontario",80.3
2004,11,"Hamilton, Ontario",73.9
2004,11,"Hamilton, Ontario",69.6
2004,11,"Hamilton, Ontario",82.9
2004,11,"St. Catharines-Niagara, Ontario",73.1
2004,11,"St. Catharines-Niagara, Ontario",70.7
2004,11,"St. Catharines-Niagara, Ontario",79.2
2004,11,"Kitchener-Cambridge-Waterloo, Ontario",77.9
2004,11,"Kitchener-Cambridge-Waterloo, Ontario",73.9
2004,11,"Kitchener-Cambridge-Waterloo, Ontario",90.5
2004,11,"London, Ontario",73.8
2004,11,"London, Ontario",69.3
2004,11,"London, Ontario",94.9
2004,11,"Windsor, Ontario",94
2004,11,"Windsor, Ontario",97
2004,11,"Windsor, Ontario",87.6
2004,11,"Greater Sudbury, Ontario",84.9
2004,11,"Greater Sudbury, Ontario",85
2004,11,"Greater Sudbury, Ontario",84.7
2004,11,Prairie Region,55.6
2004,11,Prairie Region,58.9
2004,11,Prairie Region,49.8
2004,11,Manitoba,53.8
2004,11,Manitoba,59.6
2004,11,Manitoba,40
2004,11,"Winnipeg, Manitoba",53.8
2004,11,"Winnipeg, Manitoba",59.6
2004,11,"Winnipeg, Manitoba",40
2004,11,Saskatchewan,50.1
2004,11,Saskatchewan,52.1
2004,11,Saskatchewan,44.9
2004,11,"Regina, Saskatchewan",46.3
2004,11,"Regina, Saskatchewan",48
2004,11,"Regina, Saskatchewan",41.5
2004,11,"Saskatoon, Saskatchewan",53.9
2004,11,"Saskatoon, Saskatchewan",56.4
2004,11,"Saskatoon, Saskatchewan",47.4
2004,11,Alberta,56.4
2004,11,Alberta,59.6
2004,11,Alberta,51
2004,11,"Calgary, Alberta",51.8
2004,11,"Calgary, Alberta",54.1
2004,11,"Calgary, Alberta",48.3
2004,11,"Edmonton, Alberta",62
2004,11,"Edmonton, Alberta",66.9
2004,11,"Edmonton, Alberta",52.6
2004,11,British Columbia,84.7
2004,11,British Columbia,85.2
2004,11,British Columbia,85.8
2004,11,"Vancouver, British Columbia",82.8
2004,11,"Vancouver, British Columbia",81.7
2004,11,"Vancouver, British Columbia",87.7
2004,11,"Victoria, British Columbia",104.1
2004,11,"Victoria, British Columbia",128.2
2004,11,"Victoria, British Columbia",74.5
2004,12,Canada,69.9
2004,12,Canada,68.9
2004,12,Canada,72.9
2004,12,Atlantic Region,72.1
2004,12,Atlantic Region,73.9
2004,12,Atlantic Region,66.6
2004,12,Newfoundland and Labrador,59.2
2004,12,Newfoundland and Labrador,61.2
2004,12,Newfoundland and Labrador,55
2004,12,"St. John's, Newfoundland and Labrador",59.2
2004,12,"St. John's, Newfoundland and Labrador",61.2
2004,12,"St. John's, Newfoundland and Labrador",55
2004,12,Prince Edward Island,91.7
2004,12,Prince Edward Island,94.3
2004,12,Prince Edward Island,80.6
2004,12,"Charlottetown, Prince Edward Island",91.7
2004,12,"Charlottetown, Prince Edward Island",94.3
2004,12,"Charlottetown, Prince Edward Island",80.6
2004,12,Nova Scotia,73.6
2004,12,Nova Scotia,73.2
2004,12,Nova Scotia,74.6
2004,12,"Halifax, Nova Scotia",73.6
2004,12,"Halifax, Nova Scotia",73.2
2004,12,"Halifax, Nova Scotia",74.6
2004,12,New Brunswick,85.4
2004,12,New Brunswick,86.4
2004,12,New Brunswick,83.4
2004,12,"Saint John, Fredericton, and Moncton, New Brunswick",85.4
2004,12,"Saint John, Fredericton, and Moncton, New Brunswick",86.4
2004,12,"Saint John, Fredericton, and Moncton, New Brunswick",83.4
2004,12,Quebec,75.2
2004,12,Quebec,77.6
2004,12,Quebec,69.5
2004,12,"Québec, Quebec",72.8
2004,12,"Québec, Quebec",82.4
2004,12,"Québec, Quebec",54.1
2004,12,"Montréal, Quebec",75.6
2004,12,"Montréal, Quebec",76.7
2004,12,"Montréal, Quebec",73.8
2004,12,Ontario,69.9
2004,12,Ontario,64.7
2004,12,Ontario,82.2
2004,12,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",81.2
2004,12,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",80.2
2004,12,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",89.1
2004,12,"Toronto, Ontario",66
2004,12,"Toronto, Ontario",59
2004,12,"Toronto, Ontario",80.7
2004,12,"Hamilton, Ontario",73.8
2004,12,"Hamilton, Ontario",69.5
2004,12,"Hamilton, Ontario",83.1
2004,12,"St. Catharines-Niagara, Ontario",74.5
2004,12,"St. Catharines-Niagara, Ontario",72.4
2004,12,"St. Catharines-Niagara, Ontario",79.2
2004,12,"Kitchener-Cambridge-Waterloo, Ontario",78
2004,12,"Kitchener-Cambridge-Waterloo, Ontario",74
2004,12,"Kitchener-Cambridge-Waterloo, Ontario",90.5
2004,12,"London, Ontario",74.4
2004,12,"London, Ontario",69.9
2004,12,"London, Ontario",95.7
